"Dist Code","Year","State Code","State Name","Dist Name","RICE AREA (1000 ha)","RICE PRODUCTION (1000 tons)","RICE YIELD (Kg per ha)","WHEAT AREA (1000 ha)","WHEAT PRODUCTION (1000 tons)","WHEAT YIELD (Kg per ha)","MAIZE AREA (1000 ha)","MAIZE PRODUCTION (1000 tons)","MAIZE YIELD (Kg per ha)","BARLEY AREA (1000 ha)","BARLEY PRODUCTION (1000 tons)","BARLEY YIELD (Kg per ha)"
"110","2012","7","Maharashtra","Beed","0.6","0.27","450.0","27.7","27.04","976.17","10.56","7.52","712.12","0.0","0.0","0.0"
"110","2013","7","Maharashtra","Beed","0.5","0.3","600.0","57.8","57.1","987.89","15.2","19.2","1263.16","0.0","0.0","0.0"
"110","2014","7","Maharashtra","Beed","0.4","0.1","250.0","59.1","40.0","676.82","16.0","11.2","700.0","0.0","0.0","0.0"
"110","2015","7","Maharashtra","Beed","0.3","0.0","0.0","48.0","13.2","275.0","17.2","5.4","313.95","0.0","0.0","0.0"
"110","2016","7","Maharashtra","Beed","0.1","0.07","700.0","47.2","79.43","1682.84","42.2","82.43","1953.32","0.0","0.0","0.0"
"110","2017","7","Maharashtra","Beed","0.06","0.03","461.54","53.9","57.59","1068.46","48.83","36.32","743.82","0.0","0.0","0.0"
"111","2006","7","Maharashtra","Nanded","15.6","9.4","602.56","40.1","49.9","1244.39","1.2","2.26","1883.33","0.0","0.0","0.0"
"111","2007","7","Maharashtra","Nanded","14.5","10.45","720.69","22.7","34.5","1519.82","1.3","2.42","1861.54","0.0","0.0","0.0"
"111","2008","7","Maharashtra","Nanded","8.0","4.2","525.0","19.8","27.0","1363.64","1.0","1.12","1120.0","0.0","0.0","0.0"
"111","2009","7","Maharashtra","Nanded","5.6","1.49","266.07","19.1","19.77","1035.08","1.2","1.02","850.0","0.0","0.0","0.0"
"111","2010","7","Maharashtra","Nanded","5.2","2.71","521.15","49.0","82.68","1687.35","1.14","1.48","1298.25","0.0","0.0","0.0"
"111","2011","7","Maharashtra","Nanded","4.0","1.5","375.0","31.1","54.05","1737.94","1.1","1.8","1636.36","0.0","0.0","0.0"
"111","2012","7","Maharashtra","Nanded","4.0","2.09","522.5","30.4","43.48","1430.26","0.8","1.15","1437.5","0.0","0.0","0.0"
"111","2013","7","Maharashtra","Nanded","0.8","0.4","500.0","38.9","43.8","1125.96","2.7","2.7","1000.0","0.0","0.0","0.0"
"111","2014","7","Maharashtra","Nanded","0.8","0.1","125.0","39.5","29.2","739.24","3.9","3.9","1000.0","0.0","0.0","0.0"
"111","2015","7","Maharashtra","Nanded","0.4","0.1","250.0","22.3","10.1","452.91","9.1","8.6","945.05","0.0","0.0","0.0"
"111","2016","7","Maharashtra","Nanded","0.7","1.3","1857.14","60.6","75.7","1249.17","10.3","19.4","1883.5","0.0","0.0","0.0"
"111","2017","7","Maharashtra","Nanded","0.81","1.2","1485.15","46.1","46.0","997.83","6.15","10.3","1675.89","0.0","0.0","0.0"
"112","2006","7","Maharashtra","Osmanabad","33.4","13.3","398.2","74.2","71.3","960.92","20.0","21.15","1057.5","0.0","0.0","0.0"
"112","2007","7","Maharashtra","Osmanabad","29.2","12.8","438.36","67.2","91.0","1354.17","20.0","19.44","972.0","0.0","0.0","0.0"
"112","2008","7","Maharashtra","Osmanabad","8.9","3.2","359.55","68.4","76.0","1111.11","20.5","19.51","951.71","0.0","0.0","0.0"
"112","2009","7","Maharashtra","Osmanabad","9.3","4.97","534.41","64.4","67.13","1042.39","24.0","25.78","1074.17","0.0","0.0","0.0"
"112","2010","7","Maharashtra","Osmanabad","17.5","6.19","353.71","75.3","89.27","1185.52","26.87","28.38","1056.2","0.0","0.0","0.0"
"112","2011","7","Maharashtra","Osmanabad","17.4","7.3","419.54","59.4","80.85","1361.11","28.4","39.5","1390.85","0.0","0.0","0.0"
"112","2012","7","Maharashtra","Osmanabad","19.8","7.77","392.42","55.2","58.63","1062.14","30.43","31.16","1023.99","0.0","0.0","0.0"
"112","2013","7","Maharashtra","Osmanabad","20.7","11.5","555.56","61.9","86.1","1390.95","35.8","57.2","1597.77","0.0","0.0","0.0"
"112","2014","7","Maharashtra","Osmanabad","18.9","3.6","190.48","71.3","17.9","251.05","33.9","15.6","460.18","0.0","0.0","0.0"
"112","2015","7","Maharashtra","Osmanabad","10.0","0.9","90.0","44.1","13.3","301.59","26.0","6.95","267.31","0.0","0.0","0.0"
"112","2016","7","Maharashtra","Osmanabad","9.6","2.1","218.75","83.2","108.5","1304.09","30.6","20.1","656.86","0.0","0.0","0.0"
"112","2017","7","Maharashtra","Osmanabad","10.3","3.0","291.26","47.1","31.0","658.17","40.34","31.3","775.89","0.0","0.0","0.0"
"113","2006","7","Maharashtra","Buldhana","0.0","0.0","0.0","58.2","82.5","1417.53","43.6","72.87","1671.33","0.0","0.0","0.0"
"113","2007","7","Maharashtra","Buldhana","0.0","0.0","0.0","59.3","118.5","1998.31","64.6","204.06","3158.82","0.0","0.0","0.0"
"113","2008","7","Maharashtra","Buldhana","0.0","0.0","0.0","47.4","70.0","1476.79","56.4","168.84","2993.62","0.0","0.0","0.0"
"113","2009","7","Maharashtra","Buldhana","0.0","0.0","0.0","46.0","93.87","2040.65","84.94","185.53","2184.25","0.0","0.0","0.0"
"113","2010","7","Maharashtra","Buldhana","0.0","0.0","0.0","53.8","92.74","1723.79","75.1","182.47","2429.69","0.0","0.0","0.0"
"113","2011","7","Maharashtra","Buldhana","0.0","0.0","0.0","41.1","67.85","1650.85","65.0","179.15","2756.15","0.0","0.0","0.0"
"113","2012","7","Maharashtra","Buldhana","0.0","0.0","0.0","36.1","53.62","1485.32","22.5","40.12","1783.11","0.0","0.0","0.0"
"113","2013","7","Maharashtra","Buldhana","0.0","0.0","0.0","59.0","73.9","1252.54","33.4","87.4","2616.77","0.0","0.0","0.0"
"113","2014","7","Maharashtra","Buldhana","0.0","0.0","0.0","73.5","95.5","1299.32","48.9","60.1","1229.04","0.0","0.0","0.0"
"113","2015","7","Maharashtra","Buldhana","0.0","0.0","0.0","60.1","48.8","811.98","42.7","49.1","1149.88","0.0","0.0","0.0"
"113","2016","7","Maharashtra","Buldhana","0.01","0.0","400.0","103.88","162.4","1563.34","60.36","133.3","2208.42","0.0","0.0","0.0"
"113","2017","7","Maharashtra","Buldhana","0.0","0.0","0.0","35.92","56.3","1567.37","39.6","88.8","2242.37","0.0","0.0","0.0"
"114","2006","7","Maharashtra","Akola","0.2","0.1","500.0","54.2","97.9","1806.27","3.5","4.6","1314.29","0.0","0.0","0.0"
"114","2007","7","Maharashtra","Akola","0.1","0.08","800.0","83.1","201.9","2429.6","3.7","11.44","3091.89","0.0","0.0","0.0"
"114","2008","7","Maharashtra","Akola","0.1","0.1","1000.0","50.4","71.2","1412.7","2.5","7.2","2880.0","0.0","0.0","0.0"
"114","2009","7","Maharashtra","Akola","0.1","0.16","1600.0","50.7","120.13","2369.43","2.1","3.96","1885.71","0.0","0.0","0.0"
"114","2010","7","Maharashtra","Akola","0.0","0.0","0.0","59.7","125.06","2094.81","2.1","4.66","2219.05","0.0","0.0","0.0"
"114","2011","7","Maharashtra","Akola","0.2","0.2","1000.0","36.8","61.19","1662.77","1.6","4.2","2625.0","0.0","0.0","0.0"
"114","2012","7","Maharashtra","Akola","0.0","0.0","0.0","36.8","61.01","1657.88","1.03","1.77","1718.45","0.0","0.0","0.0"
"114","2013","7","Maharashtra","Akola","0.0","0.0","0.0","50.8","75.4","1484.25","0.5","1.3","2600.0","0.0","0.0","0.0"
"114","2014","7","Maharashtra","Akola","0.0","0.0","0.0","49.2","66.6","1353.66","0.9","1.1","1222.22","0.0","0.0","0.0"
"114","2015","7","Maharashtra","Akola","0.0","0.0","0.0","44.5","38.7","869.66","1.3","2.0","1538.46","0.0","0.0","0.0"
"114","2016","7","Maharashtra","Akola","0.0","0.0","0.0","50.4","81.7","1621.03","0.7","1.4","2000.0","0.0","0.0","0.0"
"114","2017","7","Maharashtra","Akola","0.0","0.0","0.0","25.5","37.0","1450.98","1.15","2.5","2168.26","0.0","0.0","0.0"
"115","2006","7","Maharashtra","Amarawati","8.5","4.6","541.18","25.4","42.5","1673.23","1.7","2.68","1576.47","0.0","0.0","0.0"
"115","2007","7","Maharashtra","Amarawati","6.3","5.18","822.22","53.7","101.5","1890.13","1.8","5.54","3077.78","0.0","0.0","0.0"
"115","2008","7","Maharashtra","Amarawati","4.5","1.8","400.0","45.4","63.0","1387.67","1.6","4.64","2900.0","0.0","0.0","0.0"
"115","2009","7","Maharashtra","Amarawati","4.3","6.23","1448.84","49.3","97.27","1973.02","1.4","3.11","2221.43","0.0","0.0","0.0"
"115","2010","7","Maharashtra","Amarawati","3.8","2.76","726.32","54.7","105.37","1926.33","1.6","3.97","2481.25","0.0","0.0","0.0"
"115","2011","7","Maharashtra","Amarawati","4.1","3.1","756.1","32.5","58.87","1811.38","1.2","3.34","2783.33","0.0","0.0","0.0"
"115","2012","7","Maharashtra","Amarawati","3.8","1.55","407.89","36.1","71.51","1980.89","2.64","4.51","1708.33","0.0","0.0","0.0"
"115","2013","7","Maharashtra","Amarawati","4.7","0.8","170.21","42.0","65.0","1547.62","1.3","3.3","2538.46","0.0","0.0","0.0"
"115","2014","7","Maharashtra","Amarawati","5.3","1.6","301.89","66.4","87.2","1313.25","2.6","1.8","692.31","0.0","0.0","0.0"
"115","2015","7","Maharashtra","Amarawati","5.6","1.2","214.29","68.0","69.3","1019.12","1.0","1.4","1400.0","0.0","0.0","0.0"
"115","2016","7","Maharashtra","Amarawati","6.9","4.6","666.67","73.6","111.9","1520.38","2.2","4.7","2136.36","0.0","0.0","0.0"
"115","2017","7","Maharashtra","Amarawati","8.9","3.0","337.08","39.3","69.4","1765.9","8.02","18.8","2344.14","0.0","0.0","0.0"
"116","2006","7","Maharashtra","Yeotmal","0.6","0.3","500.0","33.1","37.6","1135.95","0.4","0.7","1750.0","0.0","0.0","0.0"
"116","2007","7","Maharashtra","Yeotmal","0.6","0.4","666.67","45.6","82.2","1802.63","0.2","0.6","3000.0","0.0","0.0","0.0"
"116","2008","7","Maharashtra","Yeotmal","0.5","0.2","400.0","38.0","41.2","1084.21","0.5","1.5","3000.0","0.0","0.0","0.0"
"116","2009","7","Maharashtra","Yeotmal","0.2","0.33","1650.0","18.0","19.96","1108.89","1.1","2.44","2218.18","0.0","0.0","0.0"
"116","2010","7","Maharashtra","Yeotmal","0.0","0.0","0.0","41.7","61.4","1472.42","0.8","1.46","1825.0","0.0","0.0","0.0"
"116","2011","7","Maharashtra","Yeotmal","0.1","0.1","1000.0","34.1","58.45","1714.08","0.5","1.39","2780.0","0.0","0.0","0.0"
"116","2012","7","Maharashtra","Yeotmal","0.1","0.04","400.0","36.1","64.59","1789.2","1.26","1.12","888.89","0.0","0.0","0.0"
"116","2013","7","Maharashtra","Yeotmal","0.1","0.0","0.0","34.5","30.7","889.86","0.4","0.5","1250.0","0.0","0.0","0.0"
"116","2014","7","Maharashtra","Yeotmal","0.0","0.0","0.0","29.1","26.8","920.96","1.3","1.3","1000.0","0.0","0.0","0.0"
"116","2015","7","Maharashtra","Yeotmal","0.0","0.0","0.0","35.6","37.6","1056.18","3.4","3.0","882.35","0.0","0.0","0.0"
"116","2016","7","Maharashtra","Yeotmal","0.0","0.0","0.0","60.2","77.9","1294.02","3.4","7.3","2147.06","0.0","0.0","0.0"
"116","2017","7","Maharashtra","Yeotmal","0.0","0.0","0.0","12.8","13.0","1015.62","2.4","4.9","2041.67","0.0","0.0","0.0"
"117","2006","7","Maharashtra","Wardha","0.1","0.1","1000.0","25.3","37.5","1482.21","0.1","0.2","2000.0","0.0","0.0","0.0"
"117","2007","7","Maharashtra","Wardha","0.1","0.09","900.0","27.7","47.5","1714.8","0.1","0.3","3000.0","0.0","0.0","0.0"
"117","2008","7","Maharashtra","Wardha","0.0","0.0","0.0","19.2","25.0","1302.08","0.1","0.2","2000.0","0.0","0.0","0.0"
"117","2009","7","Maharashtra","Wardha","0.0","0.0","0.0","23.5","32.43","1380.0","0.0","0.0","0.0","0.0","0.0","0.0"
"117","2010","7","Maharashtra","Wardha","0.0","0.0","0.0","29.5","49.01","1661.36","0.0","0.0","0.0","0.0","0.0","0.0"
"117","2011","7","Maharashtra","Wardha","0.0","0.0","0.0","23.1","34.43","1490.48","0.1","0.07","700.0","0.0","0.0","0.0"
"117","2012","7","Maharashtra","Wardha","0.0","0.0","0.0","23.7","36.05","1521.1","0.0","0.0","0.0","0.0","0.0","0.0"
"117","2013","7","Maharashtra","Wardha","0.0","0.0","0.0","25.7","33.7","1311.28","0.5","0.5","1000.0","0.0","0.0","0.0"
"117","2014","7","Maharashtra","Wardha","0.0","0.0","0.0","13.7","19.9","1452.55","1.0","1.0","1000.0","0.0","0.0","0.0"
"117","2015","7","Maharashtra","Wardha","0.0","0.0","0.0","13.2","15.6","1181.82","0.3","0.3","1000.0","0.0","0.0","0.0"
"117","2016","7","Maharashtra","Wardha","0.0","0.0","0.0","14.5","22.0","1517.24","0.13","0.2","1538.46","0.0","0.0","0.0"
"117","2017","7","Maharashtra","Wardha","0.0","0.0","0.0","14.82","21.9","1478.13","0.23","0.1","442.48","0.0","0.0","0.0"
"118","2006","7","Maharashtra","Nagpur","46.8","70.6","1508.55","63.9","74.2","1161.19","0.4","0.7","1750.0","0.0","0.0","0.0"
"118","2007","7","Maharashtra","Nagpur","49.7","75.6","1521.13","67.2","97.8","1455.36","0.5","1.5","3000.0","0.0","0.0","0.0"
"118","2008","7","Maharashtra","Nagpur","57.5","54.6","949.57","40.7","46.0","1130.22","0.6","0.9","1500.0","0.0","0.0","0.0"
"118","2009","7","Maharashtra","Nagpur","70.9","81.27","1146.26","57.0","76.73","1346.14","0.2","0.45","2250.0","0.0","0.0","0.0"
"118","2010","7","Maharashtra","Nagpur","71.5","70.3","983.22","75.2","115.73","1538.96","0.1","0.25","2500.0","0.0","0.0","0.0"
"118","2011","7","Maharashtra","Nagpur","77.5","117.4","1514.84","79.0","116.41","1473.54","0.4","0.28","700.0","0.0","0.0","0.0"
"118","2012","7","Maharashtra","Nagpur","67.1","100.45","1497.02","80.2","124.79","1555.99","0.5","1.0","2000.0","0.0","0.0","0.0"
"118","2013","7","Maharashtra","Nagpur","77.8","105.2","1352.18","86.2","83.1","964.04","0.5","0.9","1800.0","0.0","0.0","0.0"
"118","2014","7","Maharashtra","Nagpur","78.8","95.5","1211.93","88.5","110.6","1249.72","0.6","0.8","1333.33","0.0","0.0","0.0"
"118","2015","7","Maharashtra","Nagpur","88.7","107.3","1209.7","92.6","93.9","1014.04","0.2","0.2","1000.0","0.0","0.0","0.0"
"118","2016","7","Maharashtra","Nagpur","87.7","170.4","1942.99","135.9","232.6","1711.55","0.06","0.14","2187.5","0.0","0.0","0.0"
"118","2017","7","Maharashtra","Nagpur","97.28","183.6","1887.43","135.2","244.4","1807.65","0.51","0.25","492.13","0.0","0.0","0.0"
"119","2006","7","Maharashtra","Bhandara","378.1","494.3","1307.33","16.4","14.3","871.95","0.2","0.4","2000.0","0.0","0.0","0.0"
"119","2007","7","Maharashtra","Bhandara","387.0","672.69","1738.22","18.2","18.7","1027.47","0.2","0.6","3000.0","0.0","0.0","0.0"
"119","2008","7","Maharashtra","Bhandara","363.9","265.4","729.32","8.8","7.1","806.82","0.1","0.2","2000.0","0.0","0.0","0.0"
"119","2009","7","Maharashtra","Bhandara","361.7","381.82","1055.63","12.0","12.0","1000.0","0.1","0.22","2200.0","0.0","0.0","0.0"
"119","2010","7","Maharashtra","Bhandara","378.6","607.65","1604.99","14.2","14.44","1016.9","0.2","0.46","2300.0","0.0","0.0","0.0"
"119","2011","7","Maharashtra","Bhandara","365.8","633.82","1732.7","13.7","14.22","1037.96","0.2","0.14","700.0","0.0","0.0","0.0"
"119","2012","7","Maharashtra","Bhandara","370.7","734.97","1982.65","13.7","16.54","1207.3","0.15","0.22","1466.67","0.0","0.0","0.0"
"119","2013","7","Maharashtra","Bhandara","396.1","649.59","1639.96","13.6","14.7","1080.88","0.1","0.3","3000.0","0.0","0.0","0.0"
"119","2014","7","Maharashtra","Bhandara","383.8","699.5","1822.56","13.8","15.4","1115.94","0.6","0.3","500.0","0.0","0.0","0.0"
"119","2015","7","Maharashtra","Bhandara","370.4","573.8","1549.14","13.1","13.4","1022.9","2.2","1.9","863.64","0.0","0.0","0.0"
"119","2016","7","Maharashtra","Bhandara","391.7","888.7","2268.83","12.9","15.9","1232.56","0.93","1.47","1585.31","0.0","0.0","0.0"
"119","2017","7","Maharashtra","Bhandara","315.89","449.1","1421.69","13.19","15.1","1145.07","0.74","0.33","444.15","0.0","0.0","0.0"
"120","2006","7","Maharashtra","Chandrapur","282.2","405.0","1435.15","35.3","26.1","739.38","2.6","4.6","1769.23","0.0","0.0","0.0"
"120","2007","7","Maharashtra","Chandrapur","316.1","483.14","1528.44","37.4","35.9","959.89","2.7","8.2","3037.04","0.0","0.0","0.0"
"120","2008","7","Maharashtra","Chandrapur","311.5","264.5","849.12","30.9","28.3","915.86","2.4","3.7","1541.67","0.0","0.0","0.0"
"120","2009","7","Maharashtra","Chandrapur","264.1","186.42","705.87","26.8","17.61","657.09","2.7","5.37","1988.89","0.0","0.0","0.0"
"120","2010","7","Maharashtra","Chandrapur","275.5","400.48","1453.65","35.4","37.83","1068.64","3.07","7.14","2325.73","0.0","0.0","0.0"
"120","2011","7","Maharashtra","Chandrapur","315.0","390.29","1239.02","22.8","27.88","1222.81","3.4","4.62","1358.82","0.0","0.0","0.0"
"120","2012","7","Maharashtra","Chandrapur","315.1","490.78","1557.54","22.9","27.32","1193.01","3.4","5.53","1626.47","0.0","0.0","0.0"
"120","2013","7","Maharashtra","Chandrapur","319.4","450.2","1409.52","26.1","29.3","1122.61","2.7","7.4","2740.74","0.0","0.0","0.0"
"120","2014","7","Maharashtra","Chandrapur","301.5","319.6","1060.03","25.4","19.0","748.03","1.9","2.8","1473.68","0.0","0.0","0.0"
"120","2015","7","Maharashtra","Chandrapur","292.4","247.9","847.81","21.8","16.9","775.23","2.1","2.9","1380.95","0.0","0.0","0.0"
"120","2016","7","Maharashtra","Chandrapur","296.5","530.8","1790.22","20.8","26.3","1264.42","2.13","5.38","2527.23","0.0","0.0","0.0"
"120","2017","7","Maharashtra","Chandrapur","284.38","287.3","1010.26","18.66","20.9","1120.22","2.37","5.47","2309.41","0.0","0.0","0.0"
"121","2006","3","Gujarat","Ahmedabad","108.54","207.08","1907.9","148.62","276.63","1861.27","0.59","0.18","300.0","0.0","0.0","0.0"
"121","2007","3","Gujarat","Ahmedabad","117.32","247.01","2105.39","176.04","359.2","2040.44","0.24","0.29","1250.0","0.0","0.0","0.0"
"121","2008","3","Gujarat","Ahmedabad","105.95","197.77","1866.61","160.15","243.69","1521.6","0.35","0.53","1500.0","0.0","0.0","0.0"
"121","2009","3","Gujarat","Ahmedabad","95.25","239.4","2513.26","108.67","260.77","2399.68","0.54","0.54","1000.0","0.0","0.0","0.0"
"121","2010","3","Gujarat","Ahmedabad","122.94","332.07","2701.08","251.58","616.75","2451.49","0.57","1.03","1793.71","0.0","0.0","0.0"
"121","2011","3","Gujarat","Ahmedabad","138.29","377.46","2729.43","210.51","542.46","2576.89","0.29","0.35","1200.0","0.0","0.0","0.0"
"121","2012","3","Gujarat","Ahmedabad","114.57","230.48","2011.77","196.68","509.16","2588.79","0.18","0.29","1666.67","0.0","0.0","0.0"
"121","2013","3","Gujarat","Ahmedabad","122.39","290.15","2370.66","191.96","462.84","2411.15","0.02","0.04","1500.0","0.0","0.0","0.0"
"121","2014","3","Gujarat","Ahmedabad","130.4","347.73","2666.66","208.39","433.77","2081.54","0.01","0.01","2000.0","0.0","0.0","0.0"
"121","2015","3","Gujarat","Ahmedabad","130.69","336.39","2574.07","135.17","341.19","2524.09","0.02","0.03","1666.67","0.0","0.0","0.0"
"121","2016","3","Gujarat","Ahmedabad","153.19","414.33","2704.69","164.55","387.99","2357.82","0.11","0.22","1990.91","0.0","0.0","0.0"
"121","2017","3","Gujarat","Ahmedabad","157.76","350.56","2222.13","169.62","391.38","2307.33","1.15","2.54","2213.23","0.0","0.0","0.0"
"122","2006","3","Gujarat","Amreli","0.0","0.0","0.0","27.8","92.7","3334.53","1.9","0.6","315.79","0.0","0.0","0.0"
"122","2007","3","Gujarat","Amreli","0.0","0.0","0.0","46.7","181.7","3890.79","0.9","1.2","1333.33","0.0","0.0","0.0"
"122","2008","3","Gujarat","Amreli","0.0","0.0","0.0","39.3","112.0","2849.87","0.6","0.9","1500.0","0.0","0.0","0.0"
"122","2009","3","Gujarat","Amreli","0.0","0.0","0.0","9.1","27.3","3000.0","1.2","1.2","1000.0","0.0","0.0","0.0"
"122","2010","3","Gujarat","Amreli","0.0","0.0","0.0","55.0","208.2","3785.45","2.4","4.1","1708.33","0.0","0.0","0.0"
"122","2011","3","Gujarat","Amreli","0.0","0.0","0.0","32.3","116.1","3594.43","0.0","0.0","0.0","0.0","0.0","0.0"
"122","2012","3","Gujarat","Amreli","0.0","0.0","0.0","5.4","15.4","2851.85","0.3","0.6","2000.0","0.0","0.0","0.0"
"122","2013","3","Gujarat","Amreli","0.0","0.0","0.0","17.96","70.55","3928.17","0.0","0.0","0.0","0.0","0.0","0.0"
"122","2014","3","Gujarat","Amreli","0.0","0.0","0.0","4.32","14.46","3347.22","0.15","0.2","1333.33","0.0","0.0","0.0"
"122","2015","3","Gujarat","Amreli","0.0","0.0","0.0","7.31","22.73","3109.44","0.0","0.0","0.0","0.0","0.0","0.0"
"122","2016","3","Gujarat","Amreli","0.0","0.0","0.0","12.4","42.31","3413.88","0.26","0.52","2031.01","0.0","0.0","0.0"
"122","2017","3","Gujarat","Amreli","0.0","0.0","0.0","8.04","30.9","3842.68","0.0","0.0","0.0","0.0","0.0","0.0"
"123","2006","3","Gujarat","Banaskantha","0.0","0.0","0.0","68.1","170.5","2503.67","10.7","16.6","1551.4","0.0","0.0","0.0"
"123","2007","3","Gujarat","Banaskantha","0.0","0.0","0.0","83.0","237.0","2855.42","11.6","31.3","2698.28","0.0","0.0","0.0"
"123","2008","3","Gujarat","Banaskantha","0.0","0.0","0.0","56.2","118.2","2103.2","10.7","18.9","1766.36","0.0","0.0","0.0"
"123","2009","3","Gujarat","Banaskantha","0.0","0.0","0.0","65.0","178.9","2752.31","9.4","14.9","1585.11","0.0","0.0","0.0"
"123","2010","3","Gujarat","Banaskantha","0.0","0.0","0.0","92.9","280.2","3016.15","10.3","22.5","2184.47","0.0","0.0","0.0"
"123","2011","3","Gujarat","Banaskantha","0.0","0.0","0.0","89.0","242.1","2720.22","11.7","25.2","2153.85","0.0","0.0","0.0"
"123","2012","3","Gujarat","Banaskantha","0.0","0.0","0.0","92.9","270.8","2914.96","8.0","13.8","1725.0","0.0","0.0","0.0"
"123","2013","3","Gujarat","Banaskantha","0.0","0.0","0.0","93.16","290.34","3116.57","8.88","16.37","1843.47","0.0","0.0","0.0"
"123","2014","3","Gujarat","Banaskantha","0.0","0.0","0.0","88.03","272.84","3099.4","8.48","14.66","1728.77","0.0","0.0","0.0"
"123","2015","3","Gujarat","Banaskantha","0.08","0.09","1125.0","81.48","240.79","2955.2","5.62","9.32","1658.36","0.0","0.0","0.0"
"123","2016","3","Gujarat","Banaskantha","0.0","0.0","0.0","75.86","226.49","2985.68","5.9","8.98","1522.2","0.0","0.0","0.0"
